transaction_id,card_number,transaction_datetime,transaction_amount,merchant_id,merchant_category,transaction_type,entry_mode,transaction_city,transaction_state,transaction_country,currency_code,is_international,is_fraud,cardholder_id,cardholder_age,cardholder_gender
TXN000163,6.011E+15,8/9/23 7:45,4200,MRH11123,travel,purchase,online,Paris,,FRA,EUR,TRUE,TRUE,CH7033,32,female
TXN000057,4.00006E+15,1/20/24 19:41,4300,MRH00007,luxury_goods,purchase,manual,Zurich,,CHE,CHF,TRUE,TRUE,CH1012,62,other
TXN000161,5.36499E+15,2/19/24 11:11,4500.22,MRH00816,luxury_goods,purchase,manual,Paris,,FRA,EUR,TRUE,TRUE,CH0017,55,female
TXN000184,6.01177E+15,3/24/24 8:41,4999.99,MRH00805,real_estate,transfer,manual,Dubai,,ARE,AED,TRUE,TRUE,CH0035,47,unknown
TXN000100,6.01199E+15,6/29/23 9:09,5000,MRH00048,luxury_goods,purchase,manual,Dubai,,ARE,AED,TRUE,TRUE,CH1025,49,female
TXN000004,5.10511E+15,4/7/22 18:11,5921,MRH00045,travel,purchase,online,London,,GBR,GBP,TRUE,TRUE,CH0004,54,male
TXN000185,6.011E+15,7/16/23 19:05,6500,MRH11738,automobile,payment,manual,Miami,FL,USA,USD,FALSE,TRUE,CH9012,61,female
TXN000074,6.01187E+15,4/3/24 20:15,7999.99,MRH00029,automobile,purchase,online,Berlin,,DEU,EUR,TRUE,TRUE,CH1016,41,male
TXN000160,3.4E+14,8/7/22 14:45,13000.5,MRH11738,jewelry,purchase,manual,Dubai,,ARE,AED,TRUE,TRUE,CH2222,26,female
TXN000021,3.7145E+14,9/27/23 19:01,15000,MRH00212,real_estate,transfer,manual,Los Angeles,CA,USA,USD,FALSE,TRUE,CH0018,120,unknown
TXN000173,6.01141E+15,8/9/23 13:13,15000,MRH00404,automobile,purchase,online,Berlin,,DEU,EUR,TRUE,TRUE,CH0015,44,male
TXN000060,3.79355E+14,10/9/22 22:20,18000,MRH00009,real_estate,transfer,online,London,,GBR,GBP,TRUE,TRUE,CH1013,65,male
TXN000018,5.11111E+15,6/28/23 3:30,25000,MRH00178,automobile,purchase,manual,Tokyo,,JPN,JPY,TRUE,TRUE,CH0016,66,other
TXN000175,3.75988E+14,7/29/22 11:55,35000,MRH11738,real_estate,transfer,manual,Toronto,,CAN,CAD,TRUE,TRUE,CH2035,58,unknown
TXN000071,3.7E+14,2/13/22 9:25,100000,MRH00026,real_estate,transfer,manual,Sydney,,AUS,AUD,TRUE,TRUE,CH1015,59,male
TXN000194,6.011E+15,3/18/24 15:25,120000,MRH11738,real_estate,transfer,manual,,,SGP,SGD,TRUE,TRUE,CH1067,34,female
TXN000182,6.012E+15,8/20/22 13:00,120000,MRH00501,real_estate,transfer,manual,Zurich,,CHE,CHF,TRUE,TRUE,CH0035,47,unknown
TXN000028,6.01148E+15,4/17/24 6:27,300000,MRH00267,luxury_goods,purchase,manual,Paris,,FRA,EUR,TRUE,TRUE,CH0021,58,female
TXN000157,4.02401E+15,1/24/24 12:12,500000,MRH00805,real_estate,transfer,manual,Dubai,,ARE,AED,TRUE,TRUE,CH0035,47,unknown
TXN000050,6.011E+15,2/25/23 13:40,999999.99,MRH00509,real_estate,transfer,manual,San Francisco,CA,USA,USD,FALSE,TRUE,CH0034,71,male
TXN000077,6.01189E+15,3/18/24 9:05,999999.99,MRH00034,jewelry,purchase,manual,Geneva,,CHE,CHF,TRUE,TRUE,CH1017,120,unknown
TXN000196,6.011E+15,4/17/23 19:59,999999.99,MRH11211,luxury_goods,purchase,manual,Geneva,,CHE,CHF,TRUE,TRUE,CH1200,120,other
TXN000197,6.01178E+15,6/4/23 16:41,1000000,MRH00501,real_estate,transfer,manual,Dubai,,ARE,AED,TRUE,TRUE,CH0035,47,unknown
